source,source_product_id,brand,original_brand_text,item_title,price_krw,original_price,size,description,is_sold,item_url,collected_at,image_urls,local_image_paths
FRUITSFAMILY,3983652,Hunter,Hunter,Hunter boots & Hunter winter socks,55000,95000,230,"Hunter shoes pink & Hunter winter socks
실착 2-3번
• size (cm)
S 230

상세사항 - 채팅문의
배송비 착불 가능",False,https://fruitsfamily.com/product/2ddt0/hunter-boots-hunter-winter-socks,2026-08-03,https://image.production.fruitsfamily.com/public/product/resized%40width620/IVc3WN3Ift-DAA6B7AE-02C1-4FBA-9E50-E1903E383225.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/bVsEQSTSVJ-879FA33F-8B78-48A7-8822-A969EFE8BDFF.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/hSx6n8hoRf-3D779E73-BCE8-4633-BE82-6EBC14D7C3CC.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/DGnSkNsXk-6688E988-8A61-448A-AA90-D881447C0B72.jpg,data/images/hunter/3983652_01.jpg|data/images/hunter/3983652_02.jpg|data/images/hunter/3983652_03.jpg
FRUITSFAMILY,10200156,Hunter,Hunter,헌터 레인부츠 오리지널,59000,70000,OS,"얼룩이 조금 있어 싸게 드립니다
정가는 20만원대에요
깨끗한 편인데 
환불 불가하니 예민한 분들은 피해주셔요!

사이즈 uk5",False,https://fruitsfamily.com/product/62mho/%ED%97%8C%ED%84%B0-%EB%A0%88%EC%9D%B8%EB%B6%80%EC%B8%A0-%EC%98%A4%EB%A6%AC%EC%A7%80%EB%84%90,2026-08-03,https://image.production.fruitsfamily.com/public/product/resized%40width620/ngtRqZgpz-0c27a0da980e.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/m0U5TegZIr-cc3997f5272f.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/JtIRTMUBi3-d90491bb0456.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/RjE2GOXKSR-03270ea3fe60.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/lCSQGjWCLh-a603ff30ddcc.jpg,data/images/hunter/10200156_01.jpg|data/images/hunter/10200156_02.jpg|data/images/hunter/10200156_03.jpg
FRUITSFAMILY,6694082,Hunter,Hunter,헌터 핑크 부츠 미디부츠 미들부츠 레인부츠 오리지날 숏,60000,,235,"사진 그대로 상태
무신사 구매
몇번 안 신고 보관만 했어요
박스도 보관중입니다

교환환불 불가",False,https://fruitsfamily.com/product/3zh6q/%ED%97%8C%ED%84%B0-%ED%95%91%ED%81%AC-%EB%B6%80%EC%B8%A0-%EB%AF%B8%EB%94%94%EB%B6%80%EC%B8%A0-%EB%AF%B8%EB%93%A4%EB%B6%80%EC%B8%A0-%EB%A0%88%EC%9D%B8%EB%B6%80%EC%B8%A0-%EC%98%A4%EB%A6%AC%EC%A7%80%EB%82%A0-%EC%88%8F,2026-08-03,https://image.production.fruitsfamily.com/public/product/resized%40width620/2rlBOp26c_-B523ACA9-17A3-454A-AB76-E46BD020552D.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/N9fbr08DjIp-F620AAAA-7691-4B2C-ABB5-32A02C81E8B3.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/nfJ9IxJkYd-4851E4F0-F41A-4178-A5F1-FB749EDDA51D.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/PrgzEWQFXw-2D032D1A-E670-41A8-9217-96B03F62FCA7.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/5FLqKOrJj2-7410F779-D6EB-464D-A569-9318ACC5DE71.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/gAutpO5YaNu-1CEF8242-1C99-4F7D-8FD1-2EFF104A4B6B.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/gKpcHj77N9z-1D38FBDA-F8DB-4216-821C-B05ACBF91B72.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/USOFswYf3G-B71B6CA3-546B-44E4-AC74-AD6B39193F50.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/-LSMMzQxBWP-DFAEA765-7A8D-4014-BD68-1A28B5EA1B0E.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/D0w-5m8w2j-FB558452-4746-48EA-82E9-F638863858E6.jpg,data/images/hunter/6694082_01.jpg|data/images/hunter/6694082_02.jpg|data/images/hunter/6694082_03.jpg
FRUITSFAMILY,8478596,Hunter,Hunter,[새상품급] W230 블랙 / 헌터 코만도 첼시 레인부츠,91000,149000,230,"헌터 코만도 첼시 레인부츠 블랙 판매합니다.

- FOURLAB에서 구입한 헌터 코리아 정품 제품
- 여성 230 사이즈
- 1회 착용, 상태 깨끗, 새상품급
- 박스 풀 보관

** 환불 불가 **",False,https://fruitsfamily.com/product/51q4k/%EC%83%88%EC%83%81%ED%92%88%EA%B8%89-w230-%EB%B8%94%EB%9E%99-%ED%97%8C%ED%84%B0-%EC%BD%94%EB%A7%8C%EB%8F%84-%EC%B2%BC%EC%8B%9C-%EB%A0%88%EC%9D%B8%EB%B6%80%EC%B8%A0,2026-08-03,https://image.production.fruitsfamily.com/public/product/resized%40width620/H7hQBw3YA5-BF507251-358D-4C25-9163-6F2A6702E0B2.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/n-VPNhqGTv-21696621-F861-4F51-9547-4A474CA65A7D.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/4y_36GTTb8-E51BA70A-C77E-401E-A7A4-A15DD484B710.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/Rajvzt-qds-3F151751-4C03-4F03-90DA-13C0BA561E30.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/AzLjoPSFdb-D5C3DC3B-6196-487D-9EF3-2073FEF76049.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/ThEPyQOSn--25ABA0E7-E06F-4F7B-9106-28CAB81B33AD.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/NhznxTYPWg-E69A91C0-7814-476C-AEAD-53CB0B89CAF7.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/ltdvG-Ucs0-49F30075-92FA-4BAF-AFC3-C201276E1737.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/XInzjUX-EW-3B194EC8-677E-4BE4-AC13-B2381D536D7B.jpg,data/images/hunter/8478596_01.jpg|data/images/hunter/8478596_02.jpg|data/images/hunter/8478596_03.jpg
FRUITSFAMILY,10364898,Hunter,Hunter,헌터레인부츠 오리지널 러버 레이스업 부츠 38 (235-240),75000,,240,"미국매장구매 사이즈 EU38 (235-240)

실착용 2-3회 상태매우 좋습니다
오래된 단종 모델이다보니 세월의 흔적상 
마지막 사진에 내부안감 들뜸있으니 참고해주세요",False,https://fruitsfamily.com/product/665lu/%ED%97%8C%ED%84%B0%EB%A0%88%EC%9D%B8%EB%B6%80%EC%B8%A0-%EC%98%A4%EB%A6%AC%EC%A7%80%EB%84%90-%EB%9F%AC%EB%B2%84-%EB%A0%88%EC%9D%B4%EC%8A%A4%EC%97%85-%EB%B6%80%EC%B8%A0-38-235-240,2026-08-03,https://image.production.fruitsfamily.com/public/product/resized%40width620/sL_144NwH-275c2e7d3144.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/1rsca6156-b088cc4fa62d.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/aKtnchedV5-278019af7509.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/fW1Bf1nm3R-2de8c8403971.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/QOuPtI99mM-6379020e4e68.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/nJZEzmZ9Ql-eb81aa478ff2.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/QuetrgY6CI-4e0b394af406.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/UkbeqBqY1X-d38e79089769.jpg,data/images/hunter/10364898_01.jpg|data/images/hunter/10364898_02.jpg|data/images/hunter/10364898_03.jpg
FRUITSFAMILY,10142161,Hunter,Hunter,헌터 오리지날 숏 레인부츠 (국내미발매),75000,,230,"헌터 오리지날 숏 레인부츠 
37사이즈 (230-240)
사용감 없는 제품입니다(단시간 실착)

국내 미발매 제품으로 출시되지않은 컬러입니다

꼭 구매의사 있으신분만 문의사항 있을시 메세지 부탁드립니다",False,https://fruitsfamily.com/product/61dqp/%ED%97%8C%ED%84%B0-%EC%98%A4%EB%A6%AC%EC%A7%80%EB%82%A0-%EC%88%8F-%EB%A0%88%EC%9D%B8%EB%B6%80%EC%B8%A0-%EA%B5%AD%EB%82%B4%EB%AF%B8%EB%B0%9C%EB%A7%A4,2026-08-03,https://image.production.fruitsfamily.com/public/product/resized%40width620/9lqzTnSkG-7be2976bf261.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/fMvvYmWLsf-816b9f0a2ab8.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/sDtqW6qeTm-a59e70514839.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/Jn8ME4wdSe-7d6491479a2d.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/fK2sepXMET-c6c086e38b82.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/duf60Ed8xF-9f0bef9676b1.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/hzCUl4z0AQ-57093d5643ad.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/Zulkz8rHJ1-eb063e9650fa.jpg,data/images/hunter/10142161_01.jpg|data/images/hunter/10142161_02.jpg|data/images/hunter/10142161_03.jpg
FRUITSFAMILY,8296117,Hunter,Hunter,헌터부츠 US6 UK5,85000,,240,"사용감 존재합니다 네고 택포 환불 안됩니다 

궁금하신점 문의바랍니다",False,https://fruitsfamily.com/product/4xtbp/%ED%97%8C%ED%84%B0%EB%B6%80%EC%B8%A0-us6-uk5,2026-08-03,https://image.production.fruitsfamily.com/public/product/resized%40width620/QreiQawItO-2F4113E4-FFD2-46CF-A30A-B43EFD9D74BA.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/4p-Ao34oep-8D619B05-D88B-45A1-8A61-AE4D986272D1.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/a2_43Ev1RV-B7FA0F0E-069E-4F84-83EF-93EB1EDDB99A.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/bY0i7a1txM-9E4A2851-C223-478D-953D-C70AE76DD659.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/bl1ECJ4_H4-407191C2-F6D1-4286-8E7E-3C3396810479.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/0ne2bb9yx4-6D4C78D3-358C-45F4-B9ED-54874ABB2C9E.jpg,data/images/hunter/8296117_01.jpg|data/images/hunter/8296117_02.jpg|data/images/hunter/8296117_03.jpg
FRUITSFAMILY,10413622,Hunter,Hunter,헌터 Hunter 숏 레인부츠 사이드 어드저스터블,40000,,260,"헌터의 숏 레인부츠 장화입니다

작년 5월 무신사에서 구매하고, 비올 때 서너번 정도 신은 것 같습니다

재질 특성상 잘 더러워지지도 않고, 열심히 닦아서 상태 정말 좋습니다

UK7 / 260 사이즈 정사이즈 가시면 될 것 같습니다

평일에 이천시 신둔면, 주말에 숭실대학교 근처에서 직거래 가능합니다",False,https://fruitsfamily.com/product/6777a/%ED%97%8C%ED%84%B0-hunter-%EC%88%8F-%EB%A0%88%EC%9D%B8%EB%B6%80%EC%B8%A0-%EC%82%AC%EC%9D%B4%EB%93%9C-%EC%96%B4%EB%93%9C%EC%A0%80%EC%8A%A4%ED%84%B0%EB%B8%94,2026-08-03,https://image.production.fruitsfamily.com/public/product/resized%40width620/giMo8Jl2d-19cfcd266893.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/fnTk7NoKSh-84264f77e92b.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/G7kKkuU5n1-cf99d6475fb1.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/SoagX2hOU0-f60c167907b2.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/2wdPzwZvjM-72ba44eed2e9.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/PYRL0rT0uq-f3789cf0e3dd.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/NidlH2tus5-dbda3369c32f.jpg,data/images/hunter/10413622_01.jpg|data/images/hunter/10413622_02.jpg|data/images/hunter/10413622_03.jpg
FRUITSFAMILY,10412495,Hunter,Hunter,헌터 플레이 톨 아젤리아핑크 UK3사이즈,100000,,230,"한남 헌터 매장에서 구매했던 헌터 플레이톨 아젤리아 핑크 색상 입니다
UK3 사이즈 입니다 ! 크게 나온편이라 230사이즈 정도입니다
실착 1회 후 보관만 하던 제품이고, 한국에서 더이상 안나오는 컬러입니다 !! 
편하게 연락주세요🙂",False,https://fruitsfamily.com/product/676bz/%ED%97%8C%ED%84%B0-%ED%94%8C%EB%A0%88%EC%9D%B4-%ED%86%A8-%EC%95%84%EC%A0%A4%EB%A6%AC%EC%95%84%ED%95%91%ED%81%AC-uk3%EC%82%AC%EC%9D%B4%EC%A6%88,2026-08-03,https://image.production.fruitsfamily.com/public/product/resized%40width620/bZjGEQASv-7a5b1c3c6e1c.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/YewruJm2jy-2c9ad92fc54f.jpg,data/images/hunter/10412495_01.jpg|data/images/hunter/10412495_02.jpg
FRUITSFAMILY,5108146,Hunter,Hunter,헌터 오리지날 플레이 톨 레인부츠,77000,115000,230,"사놓고 한번 착용하고 구성품 그대로 안망가지게 다 넣어서 포장 박스 그대로해서 보관해두었습니다
정가 169000 에 구매해서 올려놓은가격 많이 내려놓은 상태입니다 
구매하실분만 문의주세요!

(ㄱㅈ거래 선호, 네고문의 x)",False,https://fruitsfamily.com/product/31hgy/%ED%97%8C%ED%84%B0-%EC%98%A4%EB%A6%AC%EC%A7%80%EB%82%A0-%ED%94%8C%EB%A0%88%EC%9D%B4-%ED%86%A8-%EB%A0%88%EC%9D%B8%EB%B6%80%EC%B8%A0,2026-08-03,https://image.production.fruitsfamily.com/public/product/resized%40width620/8zx1lsUtxY-C6FD5E56-5AC3-4223-AA30-F2C314DB3C9B.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/e9ZtijF93Q-6DFB0158-5B16-406B-8DCE-47F242E32B66.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/3S16oBVQcm-363DF25B-CC30-4FC1-A951-725EE0DAB1F0.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/eymQJp7TbV-FD654AC6-AC72-49BB-BF20-87D7F16085CD.jpg,data/images/hunter/5108146_01.jpg|data/images/hunter/5108146_02.jpg|data/images/hunter/5108146_03.jpg
FRUITSFAMILY,8544338,Hunter,Hunter,새상품) 헌터 블룸 샌들,54000,60000,250,"헌터 샌들 라일락 색상입니다
새 상품이고 박스에 담겨 있습니다
UK6/EU39/US8 사이즈입니다
가볍고 편안하게 신을 수 있습니다.
여름 샌들 준비하세용💜",False,https://fruitsfamily.com/product/534uq/%EC%83%88%EC%83%81%ED%92%88-%ED%97%8C%ED%84%B0-%EB%B8%94%EB%A3%B8-%EC%83%8C%EB%93%A4,2026-08-03,https://image.production.fruitsfamily.com/public/product/resized%40width620/HBuz-NSWaz-BB66306A-86D7-4B28-98A7-DFC60825BE20.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/Y3yOmb9urU-EACE1680-B787-4AC1-8FD6-1B99CBE3EB77.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/rKvvBU-mOX-602D3BB6-D55F-4704-BE59-ADCD2F97AA91.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/gd7xPGtQ_v-FD520D32-08B4-421B-BE0A-49E7FCA66955.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/adNA04r3op-738D2FBB-0B22-476A-B2F6-E953620FC82B.jpg,data/images/hunter/8544338_01.jpg|data/images/hunter/8544338_02.jpg|data/images/hunter/8544338_03.jpg
FRUITSFAMILY,9999775,Hunter,Hunter,헌터부츠 오리지날 톨 250,80000,100000,250,"헌터부츠 오리지날 톨 250사이즈 
작년 구매 
 집안에서만 몇번 신어보고 외출은 한번도 안했어요 
상태보시면 거의 새것이에요 
박스는 없어요

ㅇㅊ시 네고 가능합니다",False,https://fruitsfamily.com/product/5ybvj/%ED%97%8C%ED%84%B0%EB%B6%80%EC%B8%A0-%EC%98%A4%EB%A6%AC%EC%A7%80%EB%82%A0-%ED%86%A8-250,2026-08-03,https://image.production.fruitsfamily.com/public/product/resized%40width620/zaMDCcJgd-4fcda428ca77.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/G10_5WSRJ1-764dfda469ca.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/coTAoKxCuB-538ac00cec4d.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/N5LbXaVqLz-a58054ee316f.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/mgEUCK3nYI-d995b2ab91b9.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/vAlRyJrJ3t-0b831e2a9d5a.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/NzvGD6hLXH-d5b3c2f13161.jpg,data/images/hunter/9999775_01.jpg|data/images/hunter/9999775_02.jpg|data/images/hunter/9999775_03.jpg
FRUITSFAMILY,5473824,Hunter,Hunter,HUNTER 헌터 오리지널 첼시 부츠 우먼,89100,99000,245,"헌터 오리지널 첼시 부츠 새제품

사이즈: w uk5, us7, eu38",False,https://fruitsfamily.com/product/39bmo/hunter-%ED%97%8C%ED%84%B0-%EC%98%A4%EB%A6%AC%EC%A7%80%EB%84%90-%EC%B2%BC%EC%8B%9C-%EB%B6%80%EC%B8%A0-%EC%9A%B0%EB%A8%BC,2026-08-03,https://image.production.fruitsfamily.com/public/product/resized%40width620/xTWohH57WE-E60838B2-7390-44D4-BCB5-72C91A2DBFEB.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/RC_fJ-FDv7-9ADDE11E-8AB0-42ED-B275-0E92990F8399.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/C6lqlZgAAo-E757DCC2-330A-4D63-A996-129FF81CA8CA.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/5gGMHiwcoQ-C7F574A5-3B5B-4B7B-AD3D-85DF6331246E.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/CHVuaSQ9yz-A930FCB4-0325-4BFC-A657-D5C50C6C8C7C.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/55UUvXiW6f-7B3BEEA3-9AD4-4FE7-A17B-8C1FCFB0898A.jpg,data/images/hunter/5473824_01.jpg|data/images/hunter/5473824_02.jpg|data/images/hunter/5473824_03.jpg
FRUITSFAMILY,9996570,Hunter,Hunter,헌터 뮬 그레이 235,30000,,235,헌터 뮬 235사이즈 안신는 신발 정리중입니다. 실착 횟수 몇번되지 않아 뒷굽 닳음 없고 다이소에서 레인부츠 클리너 사서 닦으시면 깨끗할거에요. 옥,False,https://fruitsfamily.com/product/5y9ei/%ED%97%8C%ED%84%B0-%EB%AE%AC-%EA%B7%B8%EB%A0%88%EC%9D%B4-235,2026-08-03,https://image.production.fruitsfamily.com/public/product/resized%40width620/SXJb2H0lo-52ad2df49c12.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/uPLwz-LZA0-9082d254a289.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/tEXRb7zTDO-926ca902d740.jpg,data/images/hunter/9996570_01.jpg|data/images/hunter/9996570_02.jpg|data/images/hunter/9996570_03.jpg
FRUITSFAMILY,8884817,Hunter,Hunter,헌터 오리지날 숏 레인부츠 카키,90000,,250,"헌터 레인부츠 판매합니다.
정말 예쁜데 직업 특성 상 부츠를 신을 일이 없어 내놓습니다
작년 장마철에 2-3번 신은 거 같아요 인플루언서 찻샷 입니다.
상태 깨끗하고 택배 5/1 부터 가능합니다

240 신는데 250 잘 맞아요(사이즈 문의 안 받습니다.)",False,https://fruitsfamily.com/product/5afkh/%ED%97%8C%ED%84%B0-%EC%98%A4%EB%A6%AC%EC%A7%80%EB%82%A0-%EC%88%8F-%EB%A0%88%EC%9D%B8%EB%B6%80%EC%B8%A0-%EC%B9%B4%ED%82%A4,2026-08-03,https://image.production.fruitsfamily.com/public/product/resized%40width620/c5jAVZBm1-d434ecd61d49.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/62RUuKKO_t-5a695efe03c7.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/qB5Ve6xb9-3bc8b9a35302.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/Z90EYWOdEG-a217ff4a877c.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/cL0-nrL8fg-e786552b37e6.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/ToYg0RVQiF-0f7d6a47b118.jpg,data/images/hunter/8884817_01.jpg|data/images/hunter/8884817_02.jpg|data/images/hunter/8884817_03.jpg
FRUITSFAMILY,10190931,Puma,Puma,PUMA OSU,140000,,250,"PUMA OSU
Size : 250
Condition : B",False,https://fruitsfamily.com/product/62fdf/puma-osu,2026-08-03,https://image.production.fruitsfamily.com/public/product/resized%40width620/sGcTkj0aca-1784541394040-wb7ytonbn.png|https://image.production.fruitsfamily.com/public/product/resized%40width620/0C0BCWXUig-1784541394057-lpihymd5l.png|https://image.production.fruitsfamily.com/public/product/resized%40width620/JxC-JPGagV-1784541394059-0auarovqf.png|https://image.production.fruitsfamily.com/public/product/resized%40width620/pzs6hgvG1u-1784541394061-48vvvbph3.png|https://image.production.fruitsfamily.com/public/product/resized%40width620/E4pWMjK_d_-1784541394063-hv0ku8s61.png|https://image.production.fruitsfamily.com/public/product/resized%40width620/L-ZbIT4REf-1784541394065-ev3ux9g3r.png|https://image.production.fruitsfamily.com/public/product/resized%40width620/v9uTmfwhGR-1784541394067-a988hz9uw.png|https://image.production.fruitsfamily.com/public/product/resized%40width620/OHof6lbECQ-1784541394068-0leznujag.png|https://image.production.fruitsfamily.com/public/product/resized%40width620/_yJx-EQIt5-1784541394070-dfj8vrwqn.png|https://image.production.fruitsfamily.com/public/product/resized%40width620/jLJ1oy8LRW-1784541394072-vvuny5q7r.png,data/images/puma/10190931_01.jpg|data/images/puma/10190931_02.jpg|data/images/puma/10190931_03.jpg
FRUITSFAMILY,2255421,Puma,Puma,푸마 슬링 (2000s),110000,,230,"명칭 - PUMA Slingy (2000s)

크기 - 230mm

상태 - 사용감 적음 9/10

푸마의 샌들과 펌프스의 중간, 슬링이입니다. 지금껏 후루츠패밀리 업로드 때 한글 이름을 제목으로 적어 왔는데 처음으로 고민이 됩니다. 

몇 푸마의 신발 중, 로고에 세로선을 넣은 디자인이 나비의 날개 같다는 생각이 드는데 공감이 되실꺼라 봅니다!",False,https://fruitsfamily.com/product/1ccal/%ED%91%B8%EB%A7%88-%EC%8A%AC%EB%A7%81-2000s,2026-08-03,https://image.production.fruitsfamily.com/public/product/resized%40width620/BL18NEu0nf-C33A8229-82E1-44FE-97CC-D89D74296423.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/Kt6sYzkS8o-5D2E123D-3E29-426F-8406-0E80DEA30394.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/gx1pR_J6CX-49B5C732-2FD3-41D1-9A7B-EF691928D558.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/lIzFkahNrG-135F66E6-F94D-4A09-98C7-BA8579D0CF2C.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/NfI8iq2-gR-07BB1D54-4BAC-4F66-922D-24A06C5B849B.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/iiNT_BeIxq-38A3E671-CF16-48AA-BD9A-F6139F9C0BC7.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/H-oQ-jl0ql-7C1898AA-60F5-499D-AC13-619DD95BEDE0.jpg,data/images/puma/2255421_01.jpg|data/images/puma/2255421_02.jpg|data/images/puma/2255421_03.jpg
FRUITSFAMILY,7794344,Puma,Puma,푸마 asana 230,115000,130000,230,"puma asana 230

price 130,000

size 230

#puma #pumaasana #asana
#pumaspeedcat #speedcat
#푸마 #푸마230 #230
#드리프트캣 #스피드캣 #퓨처캣
#하이탑 #하이탑230 #부츠 #부츠230
#복싱화 #레슬링화

택사이즈 230

빈티지 특성상 명시되지 않은 미세한 흔적 오염등이 있을 수 있습니다

구매원하시면 문의주세요",False,https://fruitsfamily.com/product/4n25k/%ED%91%B8%EB%A7%88-asana-230,2026-08-03,https://image.production.fruitsfamily.com/public/product/resized%40width620/Q_9YlACjDe-1770891169315.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/CoXao4gYdn-1770891169349.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/7hg66qjzM7-1770891169380.png|https://image.production.fruitsfamily.com/public/product/resized%40width620/QdSbxJ0SZY-1770891169412.png|https://image.production.fruitsfamily.com/public/product/resized%40width620/vWSRmqIoLp-1770891169444.png|https://image.production.fruitsfamily.com/public/product/resized%40width620/_OA4DZkolo-1770891169477.png|https://image.production.fruitsfamily.com/public/product/resized%40width620/XEqHbB4ner-1770891169507.png|https://image.production.fruitsfamily.com/public/product/resized%40width620/87jTULFnjl2-1770891169543.png|https://image.production.fruitsfamily.com/public/product/resized%40width620/Qo3OkJeUi-1770891169574.png,data/images/puma/7794344_01.jpg|data/images/puma/7794344_02.jpg|data/images/puma/7794344_03.jpg
FRUITSFAMILY,10005617,Puma,Puma,[260] 푸마 프렌치 77 화이트 레더,90000,,260,"브랜드: Puma
제품명: French 77 White Leather
사이즈: 260
상태: 7/10
구성: 단품
가격: 90,000

—

푸마 프렌치 77입니다
80년대 출시된 코트 스니커 실루엣을 기반으로 합니다

White. Leather Upper. Olive Sole
Low-top. Lace-up
화이트 레더 바디에 3선 스티칭과 올리브 톤 미드솔이 포인트인 구성입니다

혀 부분 가죽 갈라짐 존재합니다

🦶 정사이즈 착용 권장

문의는 채팅 부탁드립니다

(16)",False,https://fruitsfamily.com/product/5ygdt/260-%ED%91%B8%EB%A7%88-%ED%94%84%EB%A0%8C%EC%B9%98-77-%ED%99%94%EC%9D%B4%ED%8A%B8-%EB%A0%88%EB%8D%94,2026-08-03,https://image.production.fruitsfamily.com/public/product/resized%40width620/udWMDVNgr-38246fab0bb4.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/pUz8x11LgQ-f29e4855fcec.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/TR1L3-BrFI-2e353477ebfc.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/d2WqrQpOKf-6072dbe4781c.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/bcqPwsk2NJ-a5331b7654eb.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/fk9yVzxbnP-f9bcf632e48d.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/HkjevP1slq-4c6288eef812.jpg|https://image.production.fruitsfamily.com/public/product/resized%40width620/3-pLq_Nmo_-9dbfaf589246.jpg,data/images/puma/10005617_01.jpg|data/images/puma/10005617_02.jpg|data/images/puma/10005617_03.jpg
